row_id,date_hour,day,hourly_wage_cost
607,"2024-05-02 13:00",Thursday,69.300
608,"2024-05-02 14:00",Thursday,69.300
609,"2024-05-03 07:00",Friday,67.500
610,"2024-05-03 08:00",Friday,67.500
611,"2024-05-03 09:00",Friday,67.500
612,"2024-05-03 10:00",Friday,67.500
613,"2024-05-03 11:00",Friday,67.500
614,"2024-05-03 12:00",Friday,67.500
615,"2024-05-03 13:00",Friday,67.500
616,"2024-05-03 14:00",Friday,67.500
617,"2024-05-04 07:00",Saturday,83.075
618,"2024-05-04 08:00",Saturday,83.075
619,"2024-05-04 09:00",Saturday,83.075
620,"2024-05-04 10:00",Saturday,83.075
621,"2024-05-04 11:00",Saturday,80.375
622,"2024-05-04 12:00",Saturday,80.375
623,"2024-05-04 13:00",Saturday,80.375
624,"2024-05-04 14:00",Saturday,80.375
625,"2024-05-06 07:00",Monday,67.500
626,"2024-05-06 08:00",Monday,67.500
627,"2024-05-06 09:00",Monday,67.500
628,"2024-05-06 10:00",Monday,67.500
629,"2024-05-06 11:00",Monday,69.300
630,"2024-05-06 12:00",Monday,69.300
631,"2024-05-06 13:00",Monday,69.300
632,"2024-05-06 14:00",Monday,69.300
633,"2024-05-07 07:00",Tuesday,69.300
634,"2024-05-07 08:00",Tuesday,69.300
635,"2024-05-07 09:00",Tuesday,69.300
636,"2024-05-07 10:00",Tuesday,69.300
637,"2024-05-07 11:00",Tuesday,67.500
638,"2024-05-07 12:00",Tuesday,67.500
639,"2024-05-07 13:00",Tuesday,67.500
640,"2024-05-07 14:00",Tuesday,69.300
641,"2024-05-08 07:00",Wednesday,67.500
642,"2024-05-08 08:00",Wednesday,67.500
643,"2024-05-08 09:00",Wednesday,67.500
644,"2024-05-08 10:00",Wednesday,67.500
645,"2024-05-08 11:00",Wednesday,67.500
646,"2024-05-08 12:00",Wednesday,67.500
647,"2024-05-08 13:00",Wednesday,67.500
648,"2024-05-08 14:00",Wednesday,67.500
649,"2024-05-09 07:00",Thursday,69.300
650,"2024-05-09 08:00",Thursday,69.300
651,"2024-05-09 09:00",Thursday,69.300
652,"2024-05-09 10:00",Thursday,69.300
653,"2024-05-09 11:00",Thursday,67.500
654,"2024-05-09 12:00",Thursday,67.500
655,"2024-05-09 13:00",Thursday,67.500
656,"2024-05-09 14:00",Thursday,67.500
657,"2024-05-10 07:00",Friday,67.500
658,"2024-05-10 08:00",Friday,67.500
659,"2024-05-10 09:00",Friday,67.500
660,"2024-05-10 10:00",Friday,69.300
661,"2024-05-10 11:00",Friday,69.300
662,"2024-05-10 12:00",Friday,69.300
663,"2024-05-10 13:00",Friday,69.300
664,"2024-05-10 14:00",Friday,69.300
665,"2024-05-11 07:00",Saturday,79.950
666,"2024-05-11 08:00",Saturday,79.950
667,"2024-05-11 09:00",Saturday,79.950
668,"2024-05-11 10:00",Saturday,79.950
669,"2024-05-11 11:00",Saturday,79.950
670,"2024-05-11 12:00",Saturday,79.950
671,"2024-05-11 13:00",Saturday,79.950
672,"2024-05-11 14:00",Saturday,79.950
673,"2024-05-13 07:00",Monday,53.300
674,"2024-05-13 08:00",Monday,53.300
675,"2024-05-13 09:00",Monday,53.300
676,"2024-05-13 10:00",Monday,53.300
677,"2024-05-13 11:00",Monday,53.300
678,"2024-05-13 12:00",Monday,53.300
679,"2024-05-13 13:00",Monday,53.300
680,"2024-05-13 14:00",Monday,53.300
681,"2024-05-14 07:00",Tuesday,67.500
682,"2024-05-14 08:00",Tuesday,67.500
683,"2024-05-14 09:00",Tuesday,67.500
684,"2024-05-14 10:00",Tuesday,67.500
685,"2024-05-14 11:00",Tuesday,67.500
686,"2024-05-14 12:00",Tuesday,67.500
687,"2024-05-14 13:00",Tuesday,67.500
688,"2024-05-14 14:00",Tuesday,67.500
689,"2024-05-15 07:00",Wednesday,69.300
690,"2024-05-15 08:00",Wednesday,69.300
691,"2024-05-15 09:00",Wednesday,69.300
692,"2024-05-15 10:00",Wednesday,69.300
693,"2024-05-15 11:00",Wednesday,67.500
694,"2024-05-15 12:00",Wednesday,67.500
695,"2024-05-15 13:00",Wednesday,67.500
696,"2024-05-15 14:00",Wednesday,67.500
697,"2024-05-16 07:00",Thursday,67.500
698,"2024-05-16 08:00",Thursday,67.500
699,"2024-05-16 09:00",Thursday,67.500
700,"2024-05-16 10:00",Thursday,67.500
701,"2024-05-16 11:00",Thursday,69.300
702,"2024-05-16 12:00",Thursday,69.300
703,"2024-05-16 13:00",Thursday,69.300
704,"2024-05-16 14:00",Thursday,69.300
705,"2024-05-17 07:00",Friday,67.500
706,"2024-05-17 08:00",Friday,67.500
707,"2024-05-17 09:00",Friday,67.500
708,"2024-05-17 10:00",Friday,67.500
709,"2024-05-17 11:00",Friday,67.500
710,"2024-05-17 12:00",Friday,67.500
711,"2024-05-17 13:00",Friday,67.500
712,"2024-05-17 14:00",Friday,67.500
713,"2024-05-18 07:00",Saturday,83.075
714,"2024-05-18 08:00",Saturday,83.075
715,"2024-05-18 09:00",Saturday,83.075
716,"2024-05-18 10:00",Saturday,83.075
717,"2024-05-18 11:00",Saturday,80.375
718,"2024-05-18 12:00",Saturday,80.375
719,"2024-05-18 13:00",Saturday,80.375
720,"2024-05-18 14:00",Saturday,80.375
721,"2024-05-20 07:00",Monday,67.500
722,"2024-05-20 08:00",Monday,67.500
723,"2024-05-20 09:00",Monday,67.500
724,"2024-05-20 10:00",Monday,67.500
725,"2024-05-20 11:00",Monday,69.300
726,"2024-05-20 12:00",Monday,69.300
727,"2024-05-20 13:00",Monday,69.300
728,"2024-05-20 14:00",Monday,69.300
729,"2024-05-21 07:00",Tuesday,69.300
730,"2024-05-21 08:00",Tuesday,69.300
731,"2024-05-21 09:00",Tuesday,69.300
732,"2024-05-21 10:00",Tuesday,69.300
733,"2024-05-21 11:00",Tuesday,67.500
734,"2024-05-21 12:00",Tuesday,67.500
735,"2024-05-21 13:00",Tuesday,67.500
736,"2024-05-21 14:00",Tuesday,69.300
737,"2024-05-22 07:00",Wednesday,67.500
738,"2024-05-22 08:00",Wednesday,67.500
739,"2024-05-22 09:00",Wednesday,67.500
740,"2024-05-22 10:00",Wednesday,67.500
741,"2024-05-22 11:00",Wednesday,67.500
742,"2024-05-22 12:00",Wednesday,67.500
743,"2024-05-22 13:00",Wednesday,67.500
744,"2024-05-22 14:00",Wednesday,67.500
745,"2024-05-23 07:00",Thursday,69.300
746,"2024-05-23 08:00",Thursday,69.300
747,"2024-05-23 09:00",Thursday,69.300
748,"2024-05-23 10:00",Thursday,69.300
749,"2024-05-23 11:00",Thursday,67.500
750,"2024-05-23 12:00",Thursday,67.500
751,"2024-05-23 13:00",Thursday,67.500
752,"2024-05-23 14:00",Thursday,67.500
753,"2024-05-24 07:00",Friday,67.500
754,"2024-05-24 08:00",Friday,67.500
755,"2024-05-24 09:00",Friday,67.500
756,"2024-05-24 10:00",Friday,69.300
757,"2024-05-24 11:00",Friday,69.300
758,"2024-05-24 12:00",Friday,69.300
759,"2024-05-24 13:00",Friday,69.300
760,"2024-05-24 14:00",Friday,69.300
761,"2024-05-25 07:00",Saturday,79.950
762,"2024-05-25 08:00",Saturday,79.950
763,"2024-05-25 09:00",Saturday,79.950
764,"2024-05-25 10:00",Saturday,79.950
765,"2024-05-25 11:00",Saturday,79.950
766,"2024-05-25 12:00",Saturday,79.950
767,"2024-05-25 13:00",Saturday,79.950
768,"2024-05-25 14:00",Saturday,79.950
769,"2024-05-27 07:00",Monday,53.300
770,"2024-05-27 08:00",Monday,53.300
771,"2024-05-27 09:00",Monday,53.300
772,"2024-05-27 10:00",Monday,53.300
773,"2024-05-27 11:00",Monday,53.300
774,"2024-05-27 12:00",Monday,53.300
775,"2024-05-27 13:00",Monday,53.300
776,"2024-05-27 14:00",Monday,53.300
777,"2024-05-28 07:00",Tuesday,67.500
778,"2024-05-28 08:00",Tuesday,67.500
779,"2024-05-28 09:00",Tuesday,67.500
780,"2024-05-28 10:00",Tuesday,67.500
781,"2024-05-28 11:00",Tuesday,67.500
782,"2024-05-28 12:00",Tuesday,67.500
783,"2024-05-28 13:00",Tuesday,67.500
784,"2024-05-28 14:00",Tuesday,67.500
785,"2024-05-29 07:00",Wednesday,69.300
786,"2024-05-29 08:00",Wednesday,69.300
787,"2024-05-29 09:00",Wednesday,69.300
788,"2024-05-29 10:00",Wednesday,69.300
789,"2024-05-29 11:00",Wednesday,67.500
790,"2024-05-29 12:00",Wednesday,67.500
791,"2024-05-29 13:00",Wednesday,67.500
792,"2024-05-29 14:00",Wednesday,67.500
793,"2024-05-30 07:00",Thursday,67.500
794,"2024-05-30 08:00",Thursday,67.500
795,"2024-05-30 09:00",Thursday,67.500
796,"2024-05-30 10:00",Thursday,67.500
797,"2024-05-30 11:00",Thursday,69.300
798,"2024-05-30 12:00",Thursday,69.300
799,"2024-05-30 13:00",Thursday,69.300
800,"2024-05-30 14:00",Thursday,69.300
801,"2024-05-31 07:00",Friday,67.500
802,"2024-05-31 08:00",Friday,67.500
803,"2024-05-31 09:00",Friday,67.500
804,"2024-05-31 10:00",Friday,67.500
805,"2024-05-31 11:00",Friday,67.500
806,"2024-05-31 12:00",Friday,67.500
807,"2024-05-31 13:00",Friday,67.500
808,"2024-05-31 14:00",Friday,67.500
809,"2024-06-01 07:00",Saturday,83.075
810,"2024-06-01 08:00",Saturday,83.075
811,"2024-06-01 09:00",Saturday,83.075
812,"2024-06-01 10:00",Saturday,83.075
813,"2024-06-01 11:00",Saturday,80.375
814,"2024-06-01 12:00",Saturday,80.375
815,"2024-06-01 13:00",Saturday,80.375
816,"2024-06-01 14:00",Saturday,80.375
817,"2024-06-03 07:00",Monday,67.500
818,"2024-06-03 08:00",Monday,67.500
819,"2024-06-03 09:00",Monday,67.500
820,"2024-06-03 10:00",Monday,67.500
821,"2024-06-03 11:00",Monday,69.300
822,"2024-06-03 12:00",Monday,69.300
823,"2024-06-03 13:00",Monday,69.300
824,"2024-06-03 14:00",Monday,69.300
825,"2024-06-04 07:00",Tuesday,69.300
826,"2024-06-04 08:00",Tuesday,69.300
827,"2024-06-04 09:00",Tuesday,69.300
828,"2024-06-04 10:00",Tuesday,69.300
829,"2024-06-04 11:00",Tuesday,67.500
830,"2024-06-04 12:00",Tuesday,67.500
831,"2024-06-04 13:00",Tuesday,67.500
832,"2024-06-04 14:00",Tuesday,69.300
833,"2024-06-05 07:00",Wednesday,67.500
834,"2024-06-05 08:00",Wednesday,67.500
835,"2024-06-05 09:00",Wednesday,67.500
836,"2024-06-05 10:00",Wednesday,67.500
837,"2024-06-05 11:00",Wednesday,67.500
838,"2024-06-05 12:00",Wednesday,67.500
839,"2024-06-05 13:00",Wednesday,67.500
840,"2024-06-05 14:00",Wednesday,67.500
841,"2024-06-06 07:00",Thursday,69.300
842,"2024-06-06 08:00",Thursday,69.300
843,"2024-06-06 09:00",Thursday,69.300
844,"2024-06-06 10:00",Thursday,69.300
845,"2024-06-06 11:00",Thursday,67.500
846,"2024-06-06 12:00",Thursday,67.500
847,"2024-06-06 13:00",Thursday,67.500
848,"2024-06-06 14:00",Thursday,67.500
849,"2024-06-07 07:00",Friday,67.500
850,"2024-06-07 08:00",Friday,67.500
851,"2024-06-07 09:00",Friday,67.500
852,"2024-06-07 10:00",Friday,69.300
853,"2024-06-07 11:00",Friday,69.300
854,"2024-06-07 12:00",Friday,69.300
855,"2024-06-07 13:00",Friday,69.300
856,"2024-06-07 14:00",Friday,69.300
857,"2024-06-08 07:00",Saturday,79.950
858,"2024-06-08 08:00",Saturday,79.950
859,"2024-06-08 09:00",Saturday,79.950
860,"2024-06-08 10:00",Saturday,79.950
861,"2024-06-08 11:00",Saturday,79.950
862,"2024-06-08 12:00",Saturday,79.950
863,"2024-06-08 13:00",Saturday,79.950
864,"2024-06-08 14:00",Saturday,79.950
865,"2024-06-10 07:00",Monday,133.250
866,"2024-06-10 08:00",Monday,133.250
867,"2024-06-10 09:00",Monday,133.250
868,"2024-06-10 10:00",Monday,133.250
869,"2024-06-10 11:00",Monday,133.250
870,"2024-06-10 12:00",Monday,133.250
871,"2024-06-10 13:00",Monday,133.250
872,"2024-06-10 14:00",Monday,133.250
873,"2024-06-11 07:00",Tuesday,67.500
874,"2024-06-11 08:00",Tuesday,67.500
875,"2024-06-11 09:00",Tuesday,67.500
876,"2024-06-11 10:00",Tuesday,67.500
877,"2024-06-11 11:00",Tuesday,67.500
878,"2024-06-11 12:00",Tuesday,67.500
879,"2024-06-11 13:00",Tuesday,67.500
880,"2024-06-11 14:00",Tuesday,67.500
881,"2024-06-12 07:00",Wednesday,69.300
882,"2024-06-12 08:00",Wednesday,69.300
883,"2024-06-12 09:00",Wednesday,69.300
884,"2024-06-12 10:00",Wednesday,69.300
885,"2024-06-12 11:00",Wednesday,67.500
886,"2024-06-12 12:00",Wednesday,67.500
887,"2024-06-12 13:00",Wednesday,67.500
888,"2024-06-12 14:00",Wednesday,67.500
889,"2024-06-13 07:00",Thursday,67.500
890,"2024-06-13 08:00",Thursday,67.500
891,"2024-06-13 09:00",Thursday,67.500
892,"2024-06-13 10:00",Thursday,67.500
893,"2024-06-13 11:00",Thursday,69.300
894,"2024-06-13 12:00",Thursday,69.300
895,"2024-06-13 13:00",Thursday,69.300
896,"2024-06-13 14:00",Thursday,69.300
897,"2024-06-14 07:00",Friday,67.500
898,"2024-06-14 08:00",Friday,67.500
899,"2024-06-14 09:00",Friday,67.500
900,"2024-06-14 10:00",Friday,67.500
901,"2024-06-14 11:00",Friday,67.500
902,"2024-06-14 12:00",Friday,67.500
903,"2024-06-14 13:00",Friday,67.500
904,"2024-06-14 14:00",Friday,67.500
905,"2024-06-15 07:00",Saturday,83.075
906,"2024-06-15 08:00",Saturday,83.075
907,"2024-06-15 09:00",Saturday,83.075
908,"2024-06-15 10:00",Saturday,83.075
909,"2024-06-15 11:00",Saturday,80.375
910,"2024-06-15 12:00",Saturday,80.375
911,"2024-06-15 13:00",Saturday,80.375
912,"2024-06-15 14:00",Saturday,80.375
913,"2024-06-17 07:00",Monday,67.500
914,"2024-06-17 08:00",Monday,67.500
915,"2024-06-17 09:00",Monday,67.500
916,"2024-06-17 10:00",Monday,67.500
917,"2024-06-17 11:00",Monday,69.300
918,"2024-06-17 12:00",Monday,69.300
919,"2024-06-17 13:00",Monday,69.300
920,"2024-06-17 14:00",Monday,69.300
921,"2024-06-18 07:00",Tuesday,69.300
922,"2024-06-18 08:00",Tuesday,69.300
923,"2024-06-18 09:00",Tuesday,69.300
924,"2024-06-18 10:00",Tuesday,69.300
925,"2024-06-18 11:00",Tuesday,67.500
926,"2024-06-18 12:00",Tuesday,67.500
927,"2024-06-18 13:00",Tuesday,67.500
928,"2024-06-18 14:00",Tuesday,69.300
929,"2024-06-19 07:00",Wednesday,67.500
930,"2024-06-19 08:00",Wednesday,67.500
931,"2024-06-19 09:00",Wednesday,67.500
932,"2024-06-19 10:00",Wednesday,67.500
933,"2024-06-19 11:00",Wednesday,67.500
934,"2024-06-19 12:00",Wednesday,67.500
935,"2024-06-19 13:00",Wednesday,67.500
936,"2024-06-19 14:00",Wednesday,67.500
937,"2024-06-20 07:00",Thursday,69.300
938,"2024-06-20 08:00",Thursday,69.300
939,"2024-06-20 09:00",Thursday,69.300
940,"2024-06-20 10:00",Thursday,69.300
941,"2024-06-20 11:00",Thursday,67.500
942,"2024-06-20 12:00",Thursday,67.500
943,"2024-06-20 13:00",Thursday,67.500
944,"2024-06-20 14:00",Thursday,67.500
945,"2024-06-21 07:00",Friday,67.500
946,"2024-06-21 08:00",Friday,67.500
947,"2024-06-21 09:00",Friday,67.500
948,"2024-06-21 10:00",Friday,69.300
949,"2024-06-21 11:00",Friday,69.300
950,"2024-06-21 12:00",Friday,69.300
951,"2024-06-21 13:00",Friday,69.300
952,"2024-06-21 14:00",Friday,69.300
953,"2024-06-22 07:00",Saturday,79.950
954,"2024-06-22 08:00",Saturday,79.950
955,"2024-06-22 09:00",Saturday,79.950
956,"2024-06-22 10:00",Saturday,79.950
957,"2024-06-22 11:00",Saturday,79.950
958,"2024-06-22 12:00",Saturday,79.950
959,"2024-06-22 13:00",Saturday,79.950
960,"2024-06-22 14:00",Saturday,79.950
961,"2024-06-24 07:00",Monday,53.300
962,"2024-06-24 08:00",Monday,53.300
963,"2024-06-24 09:00",Monday,53.300
964,"2024-06-24 10:00",Monday,53.300
965,"2024-06-24 11:00",Monday,53.300
966,"2024-06-24 12:00",Monday,53.300
967,"2024-06-24 13:00",Monday,53.300
968,"2024-06-24 14:00",Monday,53.300
969,"2024-06-25 07:00",Tuesday,67.500
970,"2024-06-25 08:00",Tuesday,67.500
971,"2024-06-25 09:00",Tuesday,67.500
972,"2024-06-25 10:00",Tuesday,67.500
973,"2024-06-25 11:00",Tuesday,67.500
974,"2024-06-25 12:00",Tuesday,67.500
975,"2024-06-25 13:00",Tuesday,67.500
976,"2024-06-25 14:00",Tuesday,67.500
977,"2024-06-26 07:00",Wednesday,69.300
978,"2024-06-26 08:00",Wednesday,69.300
979,"2024-06-26 09:00",Wednesday,69.300
980,"2024-06-26 10:00",Wednesday,69.300
981,"2024-06-26 11:00",Wednesday,67.500
982,"2024-06-26 12:00",Wednesday,67.500
983,"2024-06-26 13:00",Wednesday,67.500
984,"2024-06-26 14:00",Wednesday,67.500
985,"2024-06-27 07:00",Thursday,67.500
986,"2024-06-27 08:00",Thursday,67.500
987,"2024-06-27 09:00",Thursday,67.500
988,"2024-06-27 10:00",Thursday,67.500
989,"2024-06-27 11:00",Thursday,69.300
990,"2024-06-27 12:00",Thursday,69.300
991,"2024-06-27 13:00",Thursday,69.300
992,"2024-06-27 14:00",Thursday,69.300
993,"2024-06-28 07:00",Friday,67.500
994,"2024-06-28 08:00",Friday,67.500
995,"2024-06-28 09:00",Friday,67.500
996,"2024-06-28 10:00",Friday,67.500
997,"2024-06-28 11:00",Friday,67.500
998,"2024-06-28 12:00",Friday,67.500
999,"2024-06-28 13:00",Friday,67.500
1000,"2024-06-28 14:00",Friday,67.500
1001,"2024-06-29 07:00",Saturday,83.075
1002,"2024-06-29 08:00",Saturday,83.075
1003,"2024-06-29 09:00",Saturday,83.075
1004,"2024-06-29 10:00",Saturday,83.075
1005,"2024-06-29 11:00",Saturday,80.375
1006,"2024-06-29 12:00",Saturday,80.375
1007,"2024-06-29 13:00",Saturday,80.375
1008,"2024-06-29 14:00",Saturday,80.375
1009,"2024-07-01 07:00",Monday,67.500
1010,"2024-07-01 08:00",Monday,67.500
1011,"2024-07-01 09:00",Monday,67.500
1012,"2024-07-01 10:00",Monday,67.500
1013,"2024-07-01 11:00",Monday,69.300
1014,"2024-07-01 12:00",Monday,69.300
1015,"2024-07-01 13:00",Monday,69.300
1016,"2024-07-01 14:00",Monday,69.300
1017,"2024-07-02 07:00",Tuesday,69.300
1018,"2024-07-02 08:00",Tuesday,69.300
1019,"2024-07-02 09:00",Tuesday,69.300
1020,"2024-07-02 10:00",Tuesday,69.300
1021,"2024-07-02 11:00",Tuesday,67.500
1022,"2024-07-02 12:00",Tuesday,67.500
1023,"2024-07-02 13:00",Tuesday,67.500
1024,"2024-07-02 14:00",Tuesday,69.300
1025,"2024-07-03 07:00",Wednesday,67.500
1026,"2024-07-03 08:00",Wednesday,67.500
1027,"2024-07-03 09:00",Wednesday,67.500
1028,"2024-07-03 10:00",Wednesday,67.500
1029,"2024-07-03 11:00",Wednesday,67.500
1030,"2024-07-03 12:00",Wednesday,67.500
1031,"2024-07-03 13:00",Wednesday,67.500
1032,"2024-07-03 14:00",Wednesday,67.500
1033,"2024-07-04 07:00",Thursday,69.300
1034,"2024-07-04 08:00",Thursday,69.300
1035,"2024-07-04 09:00",Thursday,69.300
1036,"2024-07-04 10:00",Thursday,69.300
1037,"2024-07-04 11:00",Thursday,67.500
1038,"2024-07-04 12:00",Thursday,67.500
1039,"2024-07-04 13:00",Thursday,67.500
1040,"2024-07-04 14:00",Thursday,67.500
1041,"2024-07-05 07:00",Friday,67.500
1042,"2024-07-05 08:00",Friday,67.500
1043,"2024-07-05 09:00",Friday,67.500
1044,"2024-07-05 10:00",Friday,69.300
1045,"2024-07-05 11:00",Friday,69.300
1046,"2024-07-05 12:00",Friday,69.300
1047,"2024-07-05 13:00",Friday,69.300
1048,"2024-07-05 14:00",Friday,69.300
1049,"2024-07-06 07:00",Saturday,79.950
1050,"2024-07-06 08:00",Saturday,79.950
1051,"2024-07-06 09:00",Saturday,79.950
1052,"2024-07-06 10:00",Saturday,79.950
1053,"2024-07-06 11:00",Saturday,79.950
1054,"2024-07-06 12:00",Saturday,79.950
1055,"2024-07-06 13:00",Saturday,79.950
1056,"2024-07-06 14:00",Saturday,79.950
1057,"2024-07-08 07:00",Monday,53.300
1058,"2024-07-08 08:00",Monday,53.300
1059,"2024-07-08 09:00",Monday,53.300
1060,"2024-07-08 10:00",Monday,53.300
1061,"2024-07-08 11:00",Monday,53.300
1062,"2024-07-08 12:00",Monday,53.300
1063,"2024-07-08 13:00",Monday,53.300
1064,"2024-07-08 14:00",Monday,53.300
1065,"2024-07-09 07:00",Tuesday,67.500
1066,"2024-07-09 08:00",Tuesday,67.500
1067,"2024-07-09 09:00",Tuesday,67.500
1068,"2024-07-09 10:00",Tuesday,67.500
1069,"2024-07-09 11:00",Tuesday,67.500
1070,"2024-07-09 12:00",Tuesday,67.500
1071,"2024-07-09 13:00",Tuesday,67.500
1072,"2024-07-09 14:00",Tuesday,67.500
1073,"2024-07-10 07:00",Wednesday,69.300
1074,"2024-07-10 08:00",Wednesday,69.300
1075,"2024-07-10 09:00",Wednesday,69.300
1076,"2024-07-10 10:00",Wednesday,69.300
1077,"2024-07-10 11:00",Wednesday,67.500
1078,"2024-07-10 12:00",Wednesday,67.500
1079,"2024-07-10 13:00",Wednesday,67.500
1080,"2024-07-10 14:00",Wednesday,67.500
1081,"2024-07-11 07:00",Thursday,67.500
1082,"2024-07-11 08:00",Thursday,67.500
1083,"2024-07-11 09:00",Thursday,67.500
1084,"2024-07-11 10:00",Thursday,67.500
1085,"2024-07-11 11:00",Thursday,69.300
1086,"2024-07-11 12:00",Thursday,69.300
1087,"2024-07-11 13:00",Thursday,69.300
1088,"2024-07-11 14:00",Thursday,69.300
1089,"2024-07-12 07:00",Friday,67.500
1090,"2024-07-12 08:00",Friday,67.500
1091,"2024-07-12 09:00",Friday,67.500
1092,"2024-07-12 10:00",Friday,67.500
1093,"2024-07-12 11:00",Friday,67.500
1094,"2024-07-12 12:00",Friday,67.500
1095,"2024-07-12 13:00",Friday,67.500
1096,"2024-07-12 14:00",Friday,67.500
1097,"2024-07-13 07:00",Saturday,83.075
1098,"2024-07-13 08:00",Saturday,83.075
1099,"2024-07-13 09:00",Saturday,83.075
1100,"2024-07-13 10:00",Saturday,83.075
1101,"2024-07-13 11:00",Saturday,80.375
1102,"2024-07-13 12:00",Saturday,80.375
1103,"2024-07-13 13:00",Saturday,80.375
1104,"2024-07-13 14:00",Saturday,80.375
1105,"2024-07-15 07:00",Monday,67.500
1106,"2024-07-15 08:00",Monday,67.500
1107,"2024-07-15 09:00",Monday,67.500
1108,"2024-07-15 10:00",Monday,67.500
1109,"2024-07-15 11:00",Monday,69.300
1110,"2024-07-15 12:00",Monday,69.300
1111,"2024-07-15 13:00",Monday,69.300
1112,"2024-07-15 14:00",Monday,69.300
1113,"2024-07-16 07:00",Tuesday,69.300
1114,"2024-07-16 08:00",Tuesday,69.300
1115,"2024-07-16 09:00",Tuesday,69.300
1116,"2024-07-16 10:00",Tuesday,69.300
1117,"2024-07-16 11:00",Tuesday,67.500
1118,"2024-07-16 12:00",Tuesday,67.500
1119,"2024-07-16 13:00",Tuesday,67.500
1120,"2024-07-16 14:00",Tuesday,69.300
1121,"2024-07-17 07:00",Wednesday,67.500
1122,"2024-07-17 08:00",Wednesday,67.500
1123,"2024-07-17 09:00",Wednesday,67.500
1124,"2024-07-17 10:00",Wednesday,67.500
1125,"2024-07-17 11:00",Wednesday,67.500
1126,"2024-07-17 12:00",Wednesday,67.500
1127,"2024-07-17 13:00",Wednesday,67.500
1128,"2024-07-17 14:00",Wednesday,67.500
1129,"2024-07-18 07:00",Thursday,69.300
1130,"2024-07-18 08:00",Thursday,69.300
1131,"2024-07-18 09:00",Thursday,69.300
1132,"2024-07-18 10:00",Thursday,69.300
1133,"2024-07-18 11:00",Thursday,67.500
1134,"2024-07-18 12:00",Thursday,67.500
1135,"2024-07-18 13:00",Thursday,67.500
1136,"2024-07-18 14:00",Thursday,67.500
1137,"2024-07-19 07:00",Friday,67.500
1138,"2024-07-19 08:00",Friday,67.500
1139,"2024-07-19 09:00",Friday,67.500
1140,"2024-07-19 10:00",Friday,69.300
1141,"2024-07-19 11:00",Friday,69.300
1142,"2024-07-19 12:00",Friday,69.300
1143,"2024-07-19 13:00",Friday,69.300
1144,"2024-07-19 14:00",Friday,69.300
1145,"2024-07-20 07:00",Saturday,79.950
1146,"2024-07-20 08:00",Saturday,79.950
1147,"2024-07-20 09:00",Saturday,79.950
1148,"2024-07-20 10:00",Saturday,79.950
1149,"2024-07-20 11:00",Saturday,79.950
1150,"2024-07-20 12:00",Saturday,79.950
1151,"2024-07-20 13:00",Saturday,79.950
1152,"2024-07-20 14:00",Saturday,79.950
1153,"2024-07-22 07:00",Monday,53.300
1154,"2024-07-22 08:00",Monday,53.300
1155,"2024-07-22 09:00",Monday,53.300
1156,"2024-07-22 10:00",Monday,53.300
1157,"2024-07-22 11:00",Monday,53.300
1158,"2024-07-22 12:00",Monday,53.300
1159,"2024-07-22 13:00",Monday,53.300
1160,"2024-07-22 14:00",Monday,53.300
1161,"2024-07-23 07:00",Tuesday,67.500
1162,"2024-07-23 08:00",Tuesday,67.500
1163,"2024-07-23 09:00",Tuesday,67.500
1164,"2024-07-23 10:00",Tuesday,67.500
1165,"2024-07-23 11:00",Tuesday,67.500
1166,"2024-07-23 12:00",Tuesday,67.500
1167,"2024-07-23 13:00",Tuesday,67.500
1168,"2024-07-23 14:00",Tuesday,67.500
1169,"2024-07-24 07:00",Wednesday,69.300
1170,"2024-07-24 08:00",Wednesday,69.300
1171,"2024-07-24 09:00",Wednesday,69.300
1172,"2024-07-24 10:00",Wednesday,69.300
1173,"2024-07-24 11:00",Wednesday,67.500
1174,"2024-07-24 12:00",Wednesday,67.500
1175,"2024-07-24 13:00",Wednesday,67.500
1176,"2024-07-24 14:00",Wednesday,67.500
1177,"2024-07-25 07:00",Thursday,67.500
1178,"2024-07-25 08:00",Thursday,67.500
1179,"2024-07-25 09:00",Thursday,67.500
1180,"2024-07-25 10:00",Thursday,67.500
1181,"2024-07-25 11:00",Thursday,69.300
1182,"2024-07-25 12:00",Thursday,69.300
1183,"2024-07-25 13:00",Thursday,69.300
1184,"2024-07-25 14:00",Thursday,69.300
1185,"2024-07-26 07:00",Friday,67.500
1186,"2024-07-26 08:00",Friday,67.500
1187,"2024-07-26 09:00",Friday,67.500
1188,"2024-07-26 10:00",Friday,67.500
1189,"2024-07-26 11:00",Friday,67.500
1190,"2024-07-26 12:00",Friday,67.500
1191,"2024-07-26 13:00",Friday,67.500
1192,"2024-07-26 14:00",Friday,67.500
1193,"2024-07-27 07:00",Saturday,83.075
1194,"2024-07-27 08:00",Saturday,83.075
1195,"2024-07-27 09:00",Saturday,83.075
1196,"2024-07-27 10:00",Saturday,83.075
1197,"2024-07-27 11:00",Saturday,80.375
1198,"2024-07-27 12:00",Saturday,80.375
1199,"2024-07-27 13:00",Saturday,80.375
1200,"2024-07-27 14:00",Saturday,80.375
1201,"2024-07-29 07:00",Monday,67.500
1202,"2024-07-29 08:00",Monday,67.500
1203,"2024-07-29 09:00",Monday,67.500
1204,"2024-07-29 10:00",Monday,67.500
1205,"2024-07-29 11:00",Monday,69.300
